	-----------------------------------------------------------------	
	Trajectory	0

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	16	71.5921	0	-0.00455473	2.82082	0.0788551	(112.249,17.9801,45.4233)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	33	57.442	0	-0.00452865	2.89801	0.0437582	(95.5983,12.5684,29.1431)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.363864	3.13195	0	0.939693	0	0.34202	10	Al
6.68903	3.13195	2.30217	0.939693	0	0.34202	9.97056	Al
8.6206	3.13195	3.00521	0.939693	0	0.34202	9.96155	Al
17.2041	3.13195	6.12933	0.927953	0.0252356	0.191583	9.92147	Al
20.1019	3.21075	6.72762	0.927953	0.0252356	0.191583	9.90773	Al
28.1239	3.42891	8.3838	0.927953	0.0252356	0.191583	9.86965	Al
28.9558	3.45153	8.55557	0.927953	0.0252356	0.191583	9.86569	Al
32.9046	3.55892	9.37083	0.913734	-0.0736167	0.317074	9.84688	Al
36.8443	3.24152	10.7379	0.911382	0.132217	0.317731	9.82779	Al
48.4425	4.9241	14.7814	0.911382	0.132217	0.317731	9.77138	Al
54.1501	5.75212	16.7712	0.911382	0.132217	0.317731	9.7435	Al
55.7994	5.99138	17.3461	0.911382	0.132217	0.317731	9.73542	Al
64.9664	7.32127	20.542	0.911382	0.132217	0.317731	9.69051	Al
72.6349	8.43377	23.2155	0.911382	0.132217	0.317731	9.65281	Al
85.2647	10.266	27.6185	0.911382	0.132217	0.317731	9.59052	Al
86.0446	10.3791	27.8904	0.911382	0.132217	0.317731	9.58666	Al
92.543	11.3219	30.1559	0.911382	0.132217	0.317731	9.55444	Al
93.3162	11.4341	30.4255	0.911382	0.132217	0.317731	9.5506	Al
106.228	13.3072	34.9269	0.911382	0.132217	0.317731	9.4864	Al
106.799	13.3901	35.1259	0.923432	0.117107	0.171085	9.48355	Al
107.456	13.4734	35.2476	0.923432	0.117107	0.171085	9.48031	Al
120.225	15.0927	37.6134	0.923432	0.117107	0.171085	9.41729	Al
122.828	15.4228	38.0957	0.923432	0.117107	0.171085	9.40438	Al
124.534	15.6392	38.4118	0.923432	0.117107	0.171085	9.39591	Al
128.42	16.132	39.1317	0.900323	0.25921	0.124222	9.3766	Al
137.837	18.8431	40.431	0.799138	0.354663	0.299952	9.32853	Al
137.903	18.8726	40.4559	0.799138	0.354663	0.299952	9.32815	Al
147.417	23.095	44.027	0.905513	0.0494325	0.229297	9.27322	Al
164.526	24.029	48.3593	0.905513	0.0494325	0.229297	9.18565	Al
164.967	24.0531	48.471	0.905513	0.0494325	0.229297	9.18337	Al
165.273	24.0698	48.5485	0.905513	0.0494325	0.229297	9.18179	Al
187.026	25.2573	54.0568	0.905513	0.0494325	0.229297	9.0696	Al
200.302	25.982	57.4187	0.905513	0.0494325	0.229297	9.00048	Al
200.395	25.9871	57.442	0.905513	0.0494325	0.229297	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	15

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	33	82.9763	0	-0.00454861	3.76202	0.040011	(104.221,-19.544,47.1021)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.170841	3.29777	0	0.939693	0	0.34202	10	Al
4.58837	3.29777	1.60785	0.939693	0	0.34202	9.97944	Al
9.65465	3.29777	3.45183	0.939693	0	0.34202	9.95582	Al
13.6447	3.29777	4.90407	0.939693	0	0.34202	9.93718	Al
18.7081	3.29777	6.747	0.917471	-0.181247	0.444667	9.9135	Al
30.182	1.03109	12.308	0.877863	-0.328706	0.443737	9.85843	Al
30.2635	1.00056	12.3492	0.877863	-0.328706	0.443737	9.85802	Al
40.6755	-2.89811	17.6122	0.877863	-0.328706	0.443737	9.80557	Al
44.0457	-4.16002	19.3158	0.877863	-0.328706	0.443737	9.78852	Al
51.0587	-6.78598	22.8607	0.877863	-0.328706	0.443737	9.753	Al
61.291	-10.6173	28.0328	0.933644	-0.238891	0.56555	9.70102	Al
65.6635	-11.7361	30.6814	0.933644	-0.238891	0.56555	9.68005	Al
88.4266	-17.5605	44.4701	0.933644	-0.238891	0.56555	9.57071	Al
89.5213	-17.8406	45.1332	0.859612	-0.231542	0.319171	9.56541	Al
95.1863	-19.3665	47.2366	0.859612	-0.231542	0.319171	9.53558	Al
97.6684	-20.0351	48.1582	0.859612	-0.231542	0.319171	9.52248	Al
100.808	-20.8807	49.3239	0.859612	-0.231542	0.319171	9.50589	Al
105.449	-22.131	51.0473	0.859612	-0.231542	0.319171	9.48134	Al
112.118	-23.9271	53.5232	0.859612	-0.231542	0.319171	9.44599	Al
112.785	-24.1067	53.7708	0.859612	-0.231542	0.319171	9.44244	Al
132.917	-29.5297	61.2461	0.859612	-0.231542	0.319171	9.33538	Al
136.576	-30.5151	62.6044	0.895731	-0.0684743	0.336357	9.31576	Al
138.923	-30.6945	63.4857	0.895731	-0.0684743	0.336357	9.30366	Al
143.003	-31.0064	65.0179	0.895731	-0.0684743	0.336357	9.2826	Al
144.472	-31.1187	65.5694	0.895731	-0.0684743	0.336357	9.275	Al
154.68	-31.8991	69.4029	0.895731	-0.0684743	0.336357	9.22219	Al
161.995	-32.4582	72.1495	0.861169	-0.24517	0.267378	9.18418	Al
162.924	-32.7227	72.4379	0.896221	-0.0927219	0.276229	9.17914	Al
163.238	-32.7552	72.5347	0.896221	-0.0927219	0.276229	9.17751	Al
176.297	-34.1063	76.5599	0.896221	-0.0927219	0.276229	9.10943	Al
184.315	-34.9358	79.0309	0.896221	-0.0927219	0.276229	9.0674	Al
184.843	-34.9905	79.1939	0.896221	-0.0927219	0.276229	9.06462	Al
186.247	-35.1357	79.6265	0.896221	-0.0927219	0.276229	9.05723	Al
197.116	-36.2601	82.9763	0.896221	-0.0927219	0.276229	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	16

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	17	65.296	0	-0.00455307	3.44385	0.0388237	(115.879,-5.04432,40.6355)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.432045	2.10606	0	0.939693	0	0.34202	10	Al
11.5728	2.10606	4.05489	0.939693	0	0.34202	9.94814	Al
16.44	2.10606	5.82641	0.939693	0	0.34202	9.9254	Al
19.0732	2.10606	6.78481	0.939693	0	0.34202	9.91307	Al
29.9466	2.10606	10.7424	0.939693	0	0.34202	9.86211	Al
78.0272	2.10606	28.2423	0.939693	0	0.34202	9.63591	Al
81.4403	2.10606	29.4846	0.939693	0	0.34202	9.61956	Al
103.815	2.10606	37.6284	0.925247	-0.166686	0.385815	9.51226	Al
116.436	-0.167651	42.8912	0.925247	-0.166686	0.385815	9.45026	Al
132.491	-3.05998	49.5859	0.925247	-0.166686	0.385815	9.37099	Al
133.608	-3.26116	50.0515	0.925247	-0.166686	0.385815	9.36544	Al
142.331	-4.83269	53.689	0.892411	-0.162364	0.240504	9.32207	Al
155.847	-7.29178	57.3316	0.892411	-0.162364	0.240504	9.25216	Al
158.501	-7.77458	58.0467	0.849508	-0.237813	0.122908	9.23835	Al
192.616	-17.3247	62.9825	0.849508	-0.237813	0.122908	9.05168	Al
195.223	-18.0547	63.3598	0.883756	-0.190741	0.24626	9.03719	Al
200.41	-19.1741	64.805	0.883756	-0.190741	0.24626	9.00945	Al
202.172	-19.5544	65.296	0.883756	-0.190741	0.24626	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	17

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	18	146.647	0	-0.00455105	2.45568	0.0515282	(111.525,-7.2825,69.9758)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-1.00003	-0.0483855	0	0.939693	0	0.34202	10	Al
0.875613	-0.0483855	0.682676	0.939693	0	0.34202	9.99127	Al
27.11	-0.0483855	10.2312	0.939693	0	0.34202	9.86907	Al
39.6621	-0.0483855	14.7998	0.939693	0	0.34202	9.81005	Al
48.3937	-0.0483855	17.9778	0.939693	0	0.34202	9.7688	Al
59.9968	-0.0483855	22.201	0.905233	-0.082224	0.569488	9.71381	Al
63.1223	-0.332279	24.1673	0.892769	-0.130247	0.759725	9.69837	Al
90.9246	-4.38838	47.8264	0.892769	-0.130247	0.759725	9.55891	Al
101.612	-5.94762	56.9214	0.892769	-0.130247	0.759725	9.5047	Al
102.231	-6.03788	57.4479	0.892769	-0.130247	0.759725	9.50155	Al
112.862	-7.58891	66.495	0.892769	-0.130247	0.759725	9.44737	Al
116.198	-8.07551	69.3332	0.892769	-0.130247	0.759725	9.4303	Al
158.249	-14.2104	105.118	0.911817	0.000242311	0.903084	9.21478	Al
164.677	-14.2087	111.484	0.911817	0.000242311	0.903084	9.18195	Al
165.343	-14.2085	112.144	0.911817	0.000242311	0.903084	9.17853	Al
178.014	-14.2051	124.694	0.911817	0.000242311	0.903084	9.11362	Al
184.082	-14.2035	130.703	0.911817	0.000242311	0.903084	9.08236	Al
194.165	-14.2009	140.69	0.900562	0.15078	0.930261	9.03029	Al
199.932	-13.2354	146.647	0.900562	0.15078	0.930261	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	18

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	28	121.87	0	-0.00455651	3.23765	0.0511752	(99.9998,24.5976,58.6122)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.933149	-1.00036	0	0.939693	0	0.34202	10	Al
10.2762	-1.00036	3.40059	0.939693	0	0.34202	9.95651	Al
18.7851	-1.00036	6.49756	0.939693	0	0.34202	9.91677	Al
22.7697	-1.00036	7.94784	0.939693	0	0.34202	9.8981	Al
35.4069	-1.00036	12.5474	0.939693	0	0.34202	9.83881	Al
40.9529	-1.00036	14.566	0.939693	0	0.34202	9.81267	Al
47.4463	-1.00036	16.9294	0.939693	0	0.34202	9.78201	Al
59.9736	-1.00036	21.489	0.905244	0.208136	0.488552	9.7227	Al
65.4425	0.257071	24.4405	0.905244	0.208136	0.488552	9.6957	Al
67.3494	0.695517	25.4696	0.905244	0.208136	0.488552	9.68626	Al
71.7296	1.70262	27.8336	0.905244	0.208136	0.488552	9.66457	Al
75.563	2.584	29.9024	0.820467	0.462746	0.436186	9.64556	Al
75.6667	2.64249	29.9576	0.820467	0.462746	0.436186	9.64499	Al
103.594	18.3938	44.8048	0.688357	0.483872	0.602601	9.49191	Al
108.719	21.9962	49.2912	0.554558	0.354146	0.817353	9.45801	Al
109.54	22.5203	50.5007	0.554558	0.354146	0.817353	9.45125	Al
111.965	24.0689	54.0747	0.554558	0.354146	0.817353	9.43128	Al
122.396	30.7302	69.4487	0.554558	0.354146	0.817353	9.34522	Al
130.506	35.9091	81.4015	0.57608	0.465192	0.681724	9.27784	Al
133.39	38.2381	84.8146	0.57608	0.465192	0.681724	9.25465	Al
139.763	43.385	92.3571	0.57608	0.465192	0.681724	9.20329	Al
142.182	45.3381	95.2194	0.57608	0.465192	0.681724	9.18372	Al
148.219	50.2131	102.364	0.57608	0.465192	0.681724	9.13478	Al
150.491	52.0478	105.052	0.57608	0.465192	0.681724	9.11629	Al
157.999	58.1106	113.937	0.57608	0.465192	0.681724	9.05509	Al
158.65	58.6364	114.708	0.57608	0.465192	0.681724	9.04975	Al
161.892	61.2545	118.544	0.57608	0.465192	0.681724	9.02318	Al
164.619	63.4564	121.771	0.524842	0.595714	0.604851	9.00078	Al
164.705	63.5539	121.87	0.524842	0.595714	0.604851	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	19

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	25	87.3585	0	-0.00457754	3.10303	0.0818825	(124.974,-12.6246,53.9032)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.125394	-1.00289	0	0.939693	0	0.34202	10	Al
15.5729	-1.00289	5.62242	0.939693	0	0.34202	9.9281	Al
21.0737	-1.00289	7.62457	0.939693	0	0.34202	9.90235	Al
57.5857	-1.00289	20.9138	0.939693	0	0.34202	9.73111	Al
59.2213	-1.00289	21.5092	0.939693	0	0.34202	9.72333	Al
60.7666	-1.00289	22.0716	0.939693	0	0.34202	9.71598	Al
64.4821	-1.00289	23.4239	0.939693	0	0.34202	9.6983	Al
72.8666	-1.00289	26.4756	0.842734	-0.385141	0.511276	9.65834	Al
75.222	-2.07933	27.9046	0.842734	-0.385141	0.511276	9.64578	Al
79.122	-3.86169	30.2707	0.925617	-0.164784	0.529265	9.62497	Al
87.5785	-5.36717	35.1061	0.925617	-0.164784	0.529265	9.58382	Al
120.52	-11.2316	53.9417	0.925617	-0.164784	0.529265	9.42299	Al
121.775	-11.455	54.6593	0.925617	-0.164784	0.529265	9.41678	Al
137.971	-14.3384	63.9203	0.882028	-0.198806	0.366157	9.33663	Al
140.017	-14.7996	64.7698	0.882028	-0.198806	0.366157	9.32593	Al
166.731	-20.8207	75.8593	0.918014	-0.0251996	0.42435	9.18617	Al
167.64	-20.8457	76.2798	0.918014	-0.0251996	0.42435	9.18154	Al
170.543	-20.9253	77.6215	0.918014	-0.0251996	0.42435	9.16677	Al
170.632	-20.9278	77.6629	0.894142	-0.0899264	0.247409	9.16632	Al
175.185	-21.3857	78.9226	0.894142	-0.0899264	0.247409	9.14251	Al
188.544	-22.7293	82.6192	0.835153	-0.283797	0.109746	9.0725	Al
190.74	-23.4754	82.9077	0.835153	-0.283797	0.109746	9.06011	Al
191.919	-23.8759	83.0626	0.933896	0.0833242	0.379661	9.05345	Al
192.484	-23.8255	83.2923	0.933896	0.0833242	0.379661	9.0506	Al
193.684	-23.7183	83.7804	0.933896	0.0833242	0.379661	9.04452	Al
202.486	-22.9331	87.3585	0.933896	0.0833242	0.379661	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	20

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	22	33.8781	0	-0.00453082	2.83587	0.0599359	(99.22,1.45126,22.5406)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-1.25503	0.645345	0	0.939693	0	0.34202	10	Al
2.98953	0.645345	1.54489	0.939693	0	0.34202	9.98024	Al
4.86163	0.645345	2.22628	0.939693	0	0.34202	9.97152	Al
6.63917	0.645345	2.87325	0.939693	0	0.34202	9.96322	Al
24.2301	0.645345	9.27582	0.939693	0	0.34202	9.88111	Al
26.6366	0.645345	10.1517	0.927158	-0.129797	0.245137	9.8698	Al
46.186	-2.09146	15.3205	0.927158	-0.129797	0.245137	9.77664	Al
57.472	-3.67145	18.3045	0.927158	-0.129797	0.245137	9.72246	Al
60.0696	-4.03509	18.9913	0.927158	-0.129797	0.245137	9.70994	Al
69.5517	-5.36253	21.4983	0.927158	-0.129797	0.245137	9.66418	Al
74.8483	-6.10403	22.8987	0.916344	0.218001	0.216495	9.63853	Al
99.8825	-0.14834	28.8133	0.916344	0.218001	0.216495	9.5156	Al
102.088	0.376407	29.3344	0.953325	-0.0368569	0.168378	9.50467	Al
108.013	0.147362	30.3808	0.953325	-0.0368569	0.168378	9.4764	Al
119.524	-0.297688	32.4139	0.9387	0.030117	0.0299873	9.42136	Al
121.536	-0.233149	32.4782	0.9387	0.030117	0.0299873	9.41154	Al
141.159	0.396437	33.1051	0.9387	0.030117	0.0299873	9.31575	Al
165.358	1.17284	33.8781	0.886378	0.30269	-0.120446	9.19668	Al
167.238	1.81472	33.6227	0.886378	0.30269	-0.120446	9.18679	Al
178.47	5.65043	32.0964	0.886378	0.30269	-0.120446	9.12763	Al
201.346	13.4624	28.9879	0.886378	0.30269	-0.120446	9.00656	Al
202.168	13.7432	28.8761	0.886378	0.30269	-0.120446	9.00216	Al
202.572	13.881	28.8213	0.886378	0.30269	-0.120446	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	21

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	23	96.1542	0	-0.00452686	2.90861	0.0734679	(93.3073,-25.3577,45.3581)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.244562	1.02425	0	0.939693	0	0.34202	10	Al
13.2299	1.02425	4.72628	0.939693	0	0.34202	9.93956	Al
14.0904	1.02425	5.03946	0.939693	0	0.34202	9.93553	Al
20.0404	1.02425	7.2051	0.939693	0	0.34202	9.9077	Al
31.7181	1.02425	11.4554	0.929581	-0.138434	0.382822	9.85295	Al
33.9883	0.686174	12.3904	0.902137	-0.288001	0.531493	9.84215	Al
52.9683	-5.37305	23.5724	0.902137	-0.288001	0.531493	9.74899	Al
59.2086	-7.36522	27.2488	0.902137	-0.288001	0.531493	9.71814	Al
74.1577	-12.1376	36.0561	0.902137	-0.288001	0.531493	9.64404	Al
80.4679	-14.1521	39.7737	0.799236	-0.425388	0.361019	9.61258	Al
86.5464	-17.3873	42.5194	0.799236	-0.425388	0.361019	9.57829	Al
92.6206	-20.6203	45.2631	0.799236	-0.425388	0.361019	9.54393	Al
93.2077	-20.9328	45.5284	0.799236	-0.425388	0.361019	9.5406	Al
101.3	-25.2397	49.1835	0.799236	-0.425388	0.361019	9.49468	Al
105.884	-27.6796	51.2543	0.799236	-0.425388	0.361019	9.46858	Al
107.791	-28.6944	52.1155	0.799236	-0.425388	0.361019	9.45769	Al
113.526	-31.7472	54.7063	0.683406	-0.602286	0.358464	9.42493	Al
128.093	-44.585	62.3471	0.807621	-0.484081	0.582435	9.32736	Al
128.259	-44.6843	62.4666	0.849557	-0.3758	0.531007	9.32641	Al
136.896	-48.5048	67.865	0.849557	-0.3758	0.531007	9.2795	Al
152.532	-55.4215	77.6382	0.849557	-0.3758	0.531007	9.19424	Al
152.626	-55.4633	77.6973	0.884885	-0.210655	0.456372	9.19372	Al
178.476	-61.617	91.0291	0.81886	-0.393463	0.421179	9.05743	Al
188.44	-66.4049	96.1542	0.81886	-0.393463	0.421179	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	22

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	24	90.3247	0	-0.00451806	3.29358	0.0806302	(77.9521,-26.2809,44.7076)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.881355	2.4684	0	0.939693	0	0.34202	10	Al
7.72201	2.4684	2.48979	0.939693	0	0.34202	9.96816	Al
10.1339	2.4684	3.36765	0.901011	0.281961	0.359562	9.9569	Al
14.156	3.72708	4.97274	0.901011	0.281961	0.359562	9.93731	Al
21.5806	6.05053	7.93565	0.901011	0.281961	0.359562	9.90109	Al
22.7802	6.42594	8.41437	0.901011	0.281961	0.359562	9.89523	Al
29.2003	8.43503	10.9764	0.901011	0.281961	0.359562	9.86381	Al
29.3375	8.47797	11.0312	0.901011	0.281961	0.359562	9.86313	Al
40.0347	11.8255	15.3	0.850948	-0.325212	0.45362	9.81065	Al
50.7809	7.7186	21.0286	0.850948	-0.325212	0.45362	9.75459	Al
51.7378	7.35289	21.5387	0.75858	-0.523752	0.480794	9.74958	Al
62.1264	0.180261	28.123	0.739521	-0.573055	0.597299	9.6885	Al
68.176	-4.50755	33.0092	0.739521	-0.573055	0.597299	9.65184	Al
89.1172	-20.7349	49.9231	0.739521	-0.573055	0.597299	9.52455	Al
91.6845	-22.7243	51.9967	0.739521	-0.573055	0.597299	9.50879	Al
103.448	-31.8401	61.498	0.739521	-0.573055	0.597299	9.43647	Al
123.484	-47.3655	77.6803	0.558759	-0.705926	0.356858	9.31256	Al
123.704	-47.6444	77.8213	0.300118	-0.85653	0.187826	9.31074	Al
123.774	-47.8437	77.865	0.300118	-0.85653	0.187826	9.30966	Al
126.16	-54.6527	79.3581	0.300118	-0.85653	0.187826	9.27293	Al
129.045	-62.8858	81.1636	0.300118	-0.85653	0.187826	9.22838	Al
133.391	-75.2895	83.8835	0.300118	-0.85653	0.187826	9.16101	Al
134.584	-78.6954	84.6304	0.300118	-0.85653	0.187826	9.14241	Al
141.007	-97.0259	88.65	0.300118	-0.85653	0.187826	9.04213	Al
143.683	-104.663	90.3247	0.300118	-0.85653	0.187826	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	23

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	17	57.1374	0	-0.00454293	3.12678	0.0671396	(106.253,22.1234,35.1939)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.755806	-1.55145	0	0.939693	0	0.34202	10	Al
28.4959	-1.55145	10.0966	0.939693	0	0.34202	9.87088	Al
34.3553	-1.55145	12.2292	0.939693	0	0.34202	9.84333	Al
43.7351	-1.55145	15.6432	0.927818	-0.153998	0.302554	9.79913	Al
60.6808	-4.36407	21.169	0.927818	-0.153998	0.302554	9.71799	Al
71.0242	-6.08086	24.5419	0.927818	-0.153998	0.302554	9.66814	Al
77.2483	-7.11394	26.5716	0.816672	0.537303	0.323007	9.63803	Al
78.2377	-6.46299	26.9629	0.816672	0.537303	0.323007	9.63258	Al
85.9694	-1.3762	30.0209	0.816672	0.537303	0.323007	9.58996	Al
110.027	14.452	39.5362	0.798423	0.65544	0.178611	9.45689	Al
123.227	25.2875	42.489	0.798423	0.65544	0.178611	9.38141	Al
124.215	26.099	42.7101	0.798423	0.65544	0.178611	9.37572	Al
140.456	39.4314	46.3433	0.798423	0.65544	0.178611	9.28224	Al
152.595	49.3964	49.0588	0.798423	0.65544	0.178611	9.21182	Al
156.568	52.6577	49.9475	0.798423	0.65544	0.178611	9.18864	Al
156.934	52.9586	50.0295	0.798423	0.65544	0.178611	9.1865	Al
173.826	66.8253	53.8083	0.798423	0.65544	0.178611	9.08774	Al
188.708	79.042	57.1374	0.798423	0.65544	0.178611	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	24

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	22	162.72	0	-0.00452899	3.05388	0.059969	(98.6747,-6.99028,68.0565)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-0.142855	0.459162	0	0.939693	0	0.34202	10	Al
10.1901	0.459162	3.76089	0.939693	0	0.34202	9.9519	Al
23.9864	0.459162	8.78232	0.939693	0	0.34202	9.88745	Al
25.9009	0.459162	9.47916	0.930151	-0.096425	0.436685	9.87846	Al
27.3864	0.305169	10.1766	0.930151	-0.096425	0.436685	9.8714	Al
35.2867	-0.513821	13.8856	0.93947	-0.0191756	0.559004	9.83388	Al
46.639	-0.745535	20.6404	0.93947	-0.0191756	0.559004	9.78034	Al
48.4619	-0.782742	21.7251	0.929542	-0.00869391	0.708495	9.77171	Al
53.2154	-0.827201	25.3482	0.929542	-0.00869391	0.708495	9.74894	Al
64.9439	-0.936897	34.2877	0.929542	-0.00869391	0.708495	9.69266	Al
75.0319	-1.03125	41.9767	0.929542	-0.00869391	0.708495	9.64404	Al
93.5918	-1.20484	56.123	0.897987	-0.165313	0.875459	9.55423	Al
98.0497	-2.02551	60.4691	0.897987	-0.165313	0.875459	9.53175	Al
109.82	-4.19234	71.9441	0.897987	-0.165313	0.875459	9.47226	Al
117.469	-5.60055	79.4016	0.897987	-0.165313	0.875459	9.43342	Al
130.842	-8.06227	92.4382	0.897987	-0.165313	0.875459	9.3653	Al
138.313	-9.43776	99.7225	0.897987	-0.165313	0.875459	9.32702	Al
158.253	-13.1085	119.162	0.897987	-0.165313	0.875459	9.22456	Al
167.318	-14.7774	128	0.863693	-0.317299	0.985196	9.17758	Al
180.264	-19.5333	142.767	0.863693	-0.317299	0.985196	9.10756	Al
180.956	-19.7877	143.557	0.863693	-0.317299	0.985196	9.10379	Al
187.374	-22.1454	150.877	0.696621	-0.5895	0.810841	9.06886	Al
197.549	-30.7557	162.72	0.696621	-0.5895	0.810841	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	25

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	11	74.8198	0	-0.00457495	2.7115	0.0511662	(134.913,10.3741,50.48)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-0.2239	2.78561	0	0.939693	0	0.34202	10	Al
29.7736	2.78561	10.9182	0.939693	0	0.34202	9.86037	Al
